type,	time,	latitude,	longitude,	altitude (ft),	speed (mph),	pace (min/mi),	course,	distance (mi),	distance_interval (ft),	name,	desc,
T	2018-11-22 14:49:51	40.745096000	-96.696366000	1271.0	8.9	6.75	91.6	2.557	13.03		
T	2018-11-22 14:49:52	40.745095000	-96.696318000	1270.9	9.1	6.61	91.6	2.560	13.31		
T	2018-11-22 14:49:53	40.745093000	-96.696271000	1270.8	8.9	6.75	93.2	2.562	13.04		
T	2018-11-22 14:49:54	40.745090000	-96.696224000	1270.6	8.9	6.73	94.8	2.565	13.07		
T	2018-11-22 14:49:55	40.745086000	-96.696178000	1270.5	8.7	6.86	96.5	2.567	12.83		
T	2018-11-22 14:49:56	40.745081000	-96.696133000	1270.4	8.6	6.98	98.3	2.569	12.60		
T	2018-11-22 14:49:57	40.745073000	-96.696088000	1270.3	8.7	6.87	103.2	2.572	12.81		
T	2018-11-22 14:49:58	40.745062000	-96.696045000	1270.2	8.6	7.00	108.7	2.574	12.57		
T	2018-11-22 14:49:59	40.745049000	-96.696003000	1270.2	8.6	7.00	112.2	2.577	12.56		
T	2018-11-22 14:50:00	40.745032000	-96.695963000	1270.2	8.7	6.93	119.3	2.579	12.70		
T	2018-11-22 14:50:01	40.745014000	-96.695925000	1270.2	8.5	7.09	122.0	2.581	12.40		
T	2018-11-22 14:50:02	40.744992000	-96.695889000	1270.2	8.7	6.88	128.9	2.584	12.80		
T	2018-11-22 14:50:03	40.744969000	-96.695856000	1270.3	8.5	7.10	132.6	2.586	12.40		
T	2018-11-22 14:50:04	40.744944000	-96.695825000	1270.4	8.5	7.03	136.8	2.589	12.52		
T	2018-11-22 14:50:05	40.744917000	-96.695798000	1270.5	8.4	7.12	142.9	2.591	12.36		
T	2018-11-22 14:50:06	40.744889000	-96.695774000	1270.6	8.3	7.23	147.0	2.593	12.18		
T	2018-11-22 14:50:07	40.744859000	-96.695754000	1270.8	8.4	7.18	153.2	2.596	12.25		
T	2018-11-22 14:50:08	40.744829000	-96.695738000	1271.0	8.0	7.46	158.0	2.598	11.79		
T	2018-11-22 14:50:09	40.744798000	-96.695726000	1271.2	8.0	7.47	163.7	2.600	11.77		
T	2018-11-22 14:50:10	40.744766000	-96.695717000	1271.5	8.1	7.38	168.0	2.602	11.92		
T	2018-11-22 14:50:11	40.744734000	-96.695712000	1271.7	8.0	7.50	173.2	2.604	11.74		
T	2018-11-22 14:50:12	40.744701000	-96.695709000	1272.0	8.2	7.30	176.1	2.607	12.05		
T	2018-11-22 14:50:13	40.744669000	-96.695709000	1272.3	7.9	7.55	180.0	2.609	11.66		
T	2018-11-22 14:50:14	40.744637000	-96.695710000	1272.5	8.0	7.55	181.4	2.611	11.66		
T	2018-11-22 14:50:15	40.744605000	-96.695713000	1272.8	8.0	7.53	184.1	2.613	11.69		
T	2018-11-22 14:50:16	40.744573000	-96.695716000	1272.9	8.0	7.53	184.1	2.616	11.69		
T	2018-11-22 14:50:17	40.744543000	-96.695718000	1272.9	7.5	8.04	182.9	2.618	10.94		
T	2018-11-22 14:50:18	40.744513000	-96.695721000	1272.8	7.5	8.03	184.3	2.620	10.96		
T	2018-11-22 14:50:19	40.744483000	-96.695724000	1272.8	7.5	8.03	184.3	2.622	10.96		
T	2018-11-22 14:50:20	40.744452000	-96.695726000	1272.7	7.7	7.78	182.8	2.624	11.31		
T	2018-11-22 14:50:21	40.744420000	-96.695730000	1272.7	8.0	7.51	185.4	2.626	11.71		
T	2018-11-22 14:50:22	40.744385000	-96.695734000	1272.6	8.7	6.88	184.9	2.629	12.80		
T	2018-11-22 14:50:23	40.744348000	-96.695740000	1272.5	9.3	6.48	187.0	2.631	13.58		
T	2018-11-22 14:50:24	40.744310000	-96.695749000	1272.5	9.6	6.26	190.2	2.634	14.07		
T	2018-11-22 14:50:25	40.744272000	-96.695761000	1272.4	9.7	6.18	193.5	2.637	14.24		
T	2018-11-22 14:50:26	40.744236000	-96.695777000	1272.2	9.4	6.36	198.6	2.639	13.85		
T	2018-11-22 14:50:27	40.744204000	-96.695800000	1272.2	9.1	6.62	208.6	2.642	13.29		
T	2018-11-22 14:50:28	40.744179000	-96.695828000	1272.2	8.2	7.35	220.3	2.644	11.96		
T	2018-11-22 14:50:29	40.744158000	-96.695862000	1272.4	8.3	7.25	230.8	2.646	12.14		
T	2018-11-22 14:50:30	40.744143000	-96.695900000	1272.6	8.1	7.42	242.5	2.649	11.86		
T	2018-11-22 14:50:31	40.744132000	-96.695940000	1272.9	8.0	7.47	250.1	2.651	11.79		
T	2018-11-22 14:50:32	40.744126000	-96.695981000	1273.1	7.9	7.61	259.1	2.653	11.57		
T	2018-11-22 14:50:33	40.744122000	-96.696023000	1273.1	8.0	7.50	262.8	2.655	11.73		
T	2018-11-22 14:50:34	40.744121000	-96.696065000	1273.1	7.9	7.56	268.2	2.657	11.64		
T	2018-11-22 14:50:35	40.744122000	-96.696107000	1273.2	7.9	7.56	271.8	2.660	11.64		
T	2018-11-22 14:50:36	40.744124000	-96.696149000	1273.2	8.0	7.55	273.6	2.662	11.66		
T	2018-11-22 14:50:37	40.744125000	-96.696192000	1273.2	8.1	7.38	271.8	2.664	11.92		
T	2018-11-22 14:50:38	40.744127000	-96.696237000	1273.2	8.5	7.05	273.4	2.666	12.49		
T	2018-11-22 14:50:39	40.744128000	-96.696283000	1273.1	8.7	6.90	271.6	2.669	12.75		
T	2018-11-22 14:50:40	40.744129000	-96.696330000	1272.9	8.9	6.75	271.6	2.671	13.03		
T	2018-11-22 14:50:41	40.744129000	-96.696381000	1272.7	9.6	6.23	270.0	2.674	14.13		
T	2018-11-22 14:50:42	40.744129000	-96.696433000	1272.5	9.8	6.11	270.0	2.677	14.41		
T	2018-11-22 14:50:43	40.744126000	-96.696484000	1272.3	9.7	6.21	265.6	2.679	14.17		
T	2018-11-22 14:50:44	40.744119000	-96.696530000	1272.2	8.9	6.77	258.6	2.682	13.00		
T	2018-11-22 14:50:45	40.744105000	-96.696566000	1272.1	7.6	7.85	242.8	2.684	11.20		
T	2018-11-22 14:50:46	40.744084000	-96.696590000	1272.2	6.9	8.68	220.9	2.686	10.14		
T	2018-11-22 14:50:47	40.744053000	-96.696598000	1272.4	7.8	7.65	191.1	2.688	11.51		
T	2018-11-22 14:50:48	40.744017000	-96.696596000	1272.6	9.0	6.70	177.6	2.691	13.13		
T	2018-11-22 14:50:49	40.743980000	-96.696591000	1272.7	9.2	6.49	174.2	2.693	13.55		
T	2018-11-22 14:50:50	40.743947000	-96.696587000	1272.8	8.2	7.29	174.8	2.695	12.07		
T	2018-11-22 14:50:51	40.743916000	-96.696587000	1272.9	7.7	7.79	180.0	2.698	11.29		
T	2018-11-22 14:50:52	40.743885000	-96.696587000	1272.9	7.7	7.79	180.0	2.700	11.29		
T	2018-11-22 14:50:53	40.743853000	-96.696589000	1273.0	8.0	7.54	182.7	2.702	11.67		
T	2018-11-22 14:50:54	40.743820000	-96.696591000	1273.0	8.2	7.31	182.6	2.704	12.04		
T	2018-11-22 14:50:55	40.743785000	-96.696593000	1273.1	8.7	6.89	182.5	2.707	12.76		
T	2018-11-22 14:50:56	40.743750000	-96.696592000	1273.2	8.7	6.90	178.8	2.709	12.75		
T	2018-11-22 14:50:57	40.743703000	-96.696577000	1273.0	12.0	4.99	166.4	2.712	17.62		
T	2018-11-22 14:50:58	40.743688000	-96.696570000	1272.9	4.0	15.17	160.5	2.713	5.80		
T	2018-11-22 14:50:59	40.743661000	-96.696550000	1272.9	7.7	7.79	150.7	2.716	11.29		
T	2018-11-22 14:51:00	40.743638000	-96.696523000	1272.8	7.7	7.83	138.3	2.718	11.23		
T	2018-11-22 14:51:01	40.743618000	-96.696489000	1272.8	8.1	7.39	127.8	2.720	11.91		
T	2018-11-22 14:51:02	40.743601000	-96.696450000	1272.8	8.5	7.06	119.9	2.722	12.46		
T	2018-11-22 14:51:03	40.743585000	-96.696406000	1272.9	9.2	6.51	115.6	2.725	13.51		
T	2018-11-22 14:51:04	40.743570000	-96.696360000	1273.1	9.5	6.35	113.3	2.727	13.87		
T	2018-11-22 14:51:05	40.743554000	-96.696313000	1273.3	9.7	6.17	114.2	2.730	14.27		
T	2018-11-22 14:51:06	40.743536000	-96.696266000	1273.6	9.9	6.03	116.8	2.733	14.58		
T	2018-11-22 14:51:07	40.743515000	-96.696223000	1273.5	9.7	6.21	122.8	2.736	14.16		
T	2018-11-22 14:51:08	40.743491000	-96.696182000	1273.2	9.8	6.14	127.7	2.738	14.34		
T	2018-11-22 14:51:09	40.743464000	-96.696144000	1272.8	9.8	6.11	133.2	2.741	14.41		
T	2018-11-22 14:51:10	40.743434000	-96.696110000	1272.6	9.8	6.10	139.3	2.744	14.43		
T	2018-11-22 14:51:11	40.743403000	-96.696078000	1272.5	9.8	6.13	142.0	2.747	14.36		
T	2018-11-22 14:51:12	40.743371000	-96.696051000	1272.5	9.4	6.35	147.4	2.749	13.85		
T	2018-11-22 14:51:13	40.743337000	-96.696026000	1272.6	9.7	6.20	150.9	2.752	14.19		
T	2018-11-22 14:51:14	40.743302000	-96.696005000	1272.9	9.6	6.28	155.6	2.755	14.02		
T	2018-11-22 14:51:15	40.743267000	-96.695988000	1273.2	9.3	6.47	159.8	2.757	13.59		
T	2018-11-22 14:51:16	40.743232000	-96.695975000	1273.5	9.0	6.64	164.3	2.760	13.25		
T	2018-11-22 14:51:17	40.743197000	-96.695965000	1273.7	8.9	6.74	167.8	2.762	13.05		
T	2018-11-22 14:51:18	40.743162000	-96.695958000	1273.4	8.8	6.82	171.4	2.764	12.90		
T	2018-11-22 14:51:19	40.743127000	-96.695954000	1273.2	8.7	6.88	175.1	2.767	12.80		
T	2018-11-22 14:51:20	40.743092000	-96.695951000	1273.1	8.7	6.89	176.3	2.769	12.78		
T	2018-11-22 14:51:21	40.743057000	-96.695951000	1273.0	8.7	6.90	180.0	2.772	12.75		
T	2018-11-22 14:51:22	40.743021000	-96.695951000	1272.9	8.9	6.71	180.0	2.774	13.12		
T	2018-11-22 14:51:23	40.742986000	-96.695952000	1272.9	8.7	6.90	181.2	2.777	12.75		
T	2018-11-22 14:51:24	40.742950000	-96.695953000	1272.8	8.9	6.71	181.2	2.779	13.12		
T	2018-11-22 14:51:25	40.742914000	-96.695955000	1272.8	9.0	6.70	182.4	2.782	13.13		
T	2018-11-22 14:51:26	40.742878000	-96.695955000	1272.1	8.9	6.71	180.0	2.784	13.12		
T	2018-11-22 14:51:27	40.742841000	-96.695955000	1271.4	9.2	6.53	180.0	2.787	13.48		
T	2018-11-22 14:51:28	40.742804000	-96.695955000	1270.7	9.2	6.53	180.0	2.789	13.48		
T	2018-11-22 14:51:29	40.742768000	-96.695954000	1270.1	8.9	6.71	178.8	2.792	13.12		
T	2018-11-22 14:51:30	40.742731000	-96.695953000	1269.4	9.2	6.53	178.8	2.794	13.48		
T	2018-11-22 14:51:31	40.742694000	-96.695952000	1268.7	9.2	6.53	178.8	2.797	13.48		
T	2018-11-22 14:51:32	40.742657000	-96.695951000	1267.9	9.2	6.53	178.8	2.799	13.48		
T	2018-11-22 14:51:33	40.742621000	-96.695950000	1267.2	8.9	6.71	178.8	2.802	13.12		
T	2018-11-22 14:51:34	40.742584000	-96.695949000	1266.3	9.2	6.53	178.8	2.804	13.48		
T	2018-11-22 14:51:35	40.742548000	-96.695949000	1265.4	8.9	6.71	180.0	2.807	13.12		
T	2018-11-22 14:51:36	40.742512000	-96.695949000	1264.6	8.9	6.71	180.0	2.809	13.12		
T	2018-11-22 14:51:37	40.742476000	-96.695949000	1263.7	8.9	6.71	180.0	2.812	13.12		
T	2018-11-22 14:51:38	40.742440000	-96.695950000	1262.9	8.9	6.71	181.2	2.814	13.12		
T	2018-11-22 14:51:39	40.742405000	-96.695951000	1262.1	8.7	6.90	181.2	2.817	12.75		
T	2018-11-22 14:51:40	40.742369000	-96.695952000	1261.2	8.9	6.71	181.2	2.819	13.12		
T	2018-11-22 14:51:41	40.742333000	-96.695954000	1260.8	9.0	6.70	182.4	2.822	13.13		
T	2018-11-22 14:51:42	40.742297000	-96.695956000	1260.5	9.0	6.70	182.4	2.824	13.13		
T	2018-11-22 14:51:43	40.742261000	-96.695958000	1260.2	9.0	6.70	182.4	2.827	13.13		
T	2018-11-22 14:51:44	40.742224000	-96.695961000	1259.9	9.2	6.52	183.5	2.829	13.51		
T	2018-11-22 14:51:45	40.742187000	-96.695964000	1259.6	9.2	6.52	183.5	2.832	13.51		
T	2018-11-22 14:51:46	40.742150000	-96.695967000	1259.3	9.2	6.52	183.5	2.834	13.51		
T	2018-11-22 14:51:47	40.742112000	-96.695971000	1259.1	9.5	6.34	184.6	2.837	13.89		
T	2018-11-22 14:51:48	40.742074000	-96.695976000	1258.8	9.5	6.32	185.7	2.840	13.91		
T	2018-11-22 14:51:49	40.742037000	-96.695983000	1258.6	9.3	6.46	188.2	2.842	13.62		
T	2018-11-22 14:51:50	40.742000000	-96.695992000	1258.5	9.3	6.42	190.4	2.845	13.71		
T	2018-11-22 14:51:51	40.741963000	-96.696003000	1258.3	9.4	6.37	192.7	2.847	13.82		
T	2018-11-22 14:51:52	40.741927000	-96.696017000	1258.2	9.3	6.43	196.4	2.850	13.68		
T	2018-11-22 14:51:53	40.741892000	-96.696034000	1258.1	9.3	6.47	200.2	2.853	13.59		
T	2018-11-22 14:51:54	40.741858000	-96.696055000	1258.0	9.3	6.43	205.1	2.855	13.69		
T	2018-11-22 14:51:55	40.741826000	-96.696080000	1258.0	9.2	6.49	210.6	2.858	13.56		
T	2018-11-22 14:51:56	40.741795000	-96.696109000	1258.1	9.5	6.35	215.3	2.860	13.86		
T	2018-11-22 14:51:57	40.741765000	-96.696141000	1258.3	9.6	6.25	218.9	2.863	14.07		
T	2018-11-22 14:51:58	40.741738000	-96.696177000	1258.6	9.6	6.28	225.3	2.866	14.01		
T	2018-11-22 14:51:59	40.741712000	-96.696216000	1258.8	9.8	6.12	228.7	2.868	14.37		
T	2018-11-22 14:52:00	40.741688000	-96.696257000	1259.0	9.8	6.14	232.3	2.871	14.34		
T	2018-11-22 14:52:01	40.741666000	-96.696301000	1259.1	9.9	6.03	236.6	2.874	14.59		
T	2018-11-22 14:52:02	40.741647000	-96.696347000	1259.1	9.9	6.07	241.4	2.877	14.51		
T	2018-11-22 14:52:03	40.741629000	-96.696396000	1259.1	10.3	5.84	244.1	2.880	15.08		
T	2018-11-22 14:52:04	40.741614000	-96.696445000	1259.1	10.0	6.01	248.0	2.882	14.64		
T	2018-11-22 14:52:05	40.741602000	-96.696497000	1259.1	10.3	5.84	253.1	2.885	15.06		
T	2018-11-22 14:52:06	40.741592000	-96.696549000	1259.0	10.1	5.92	255.8	2.888	14.86		
T	2018-11-22 14:52:07	40.741586000	-96.696602000	1258.7	10.1	5.93	261.5	2.891	14.85		
T	2018-11-22 14:52:08	40.741583000	-96.696654000	1258.5	9.9	6.09	265.6	2.893	14.45		
T	2018-11-22 14:52:09	40.741584000	-96.696707000	1258.4	10.0	5.99	271.4	2.896	14.69		
T	2018-11-22 14:52:10	40.741589000	-96.696759000	1258.3	9.9	6.06	277.2	2.899	14.52		
T	2018-11-22 14:52:11	40.741597000	-96.696810000	1258.2	9.8	6.10	281.7	2.902	14.43		
T	2018-11-22 14:52:12	40.741609000	-96.696861000	1258.0	10.1	5.95	287.3	2.905	14.79		
T	2018-11-22 14:52:13	40.741623000	-96.696910000	1257.9	9.9	6.07	290.7	2.907	14.50		
T	2018-11-22 14:52:14	40.741639000	-96.696959000	1257.7	10.1	5.96	293.3	2.910	14.78		
T	2018-11-22 14:52:15	40.741656000	-96.697006000	1257.5	9.8	6.10	295.5	2.913	14.42		
T	2018-11-22 14:52:16	40.741673000	-96.697053000	1257.4	9.8	6.10	295.5	2.916	14.42		
T	2018-11-22 14:52:17	40.741691000	-96.697099000	1257.3	9.8	6.14	297.3	2.918	14.34		
T	2018-11-22 14:52:18	40.741710000	-96.697144000	1257.3	9.7	6.17	299.1	2.921	14.26		
T	2018-11-22 14:52:19	40.741728000	-96.697189000	1257.3	9.6	6.25	297.8	2.924	14.09		
T	2018-11-22 14:52:20	40.741745000	-96.697234000	1257.3	9.5	6.32	296.5	2.926	13.92		
T	2018-11-22 14:52:21	40.741762000	-96.697279000	1257.3	9.5	6.32	296.5	2.929	13.92		
T	2018-11-22 14:52:22	40.741777000	-96.697325000	1257.3	9.5	6.35	293.3	2.932	13.87		
T	2018-11-22 14:52:23	40.741791000	-96.697371000	1257.3	9.4	6.41	291.9	2.934	13.73		
T	2018-11-22 14:52:24	40.741803000	-96.697418000	1257.4	9.4	6.41	288.6	2.937	13.74		
T	2018-11-22 14:52:25	40.741812000	-96.697466000	1257.4	9.3	6.42	283.9	2.939	13.70		
T	2018-11-22 14:52:26	40.741820000	-96.697515000	1257.3	9.5	6.34	282.2	2.942	13.89		
T	2018-11-22 14:52:27	40.741825000	-96.697565000	1257.3	9.5	6.30	277.5	2.945	13.97		
T	2018-11-22 14:52:28	40.741829000	-96.697615000	1257.1	9.5	6.32	276.0	2.947	13.93		
T	2018-11-22 14:52:29	40.741832000	-96.697666000	1256.9	9.7	6.21	274.4	2.950	14.17		
T	2018-11-22 14:52:30	40.741833000	-96.697717000	1256.5	9.6	6.22	271.5	2.953	14.14		
T	2018-11-22 14:52:31	40.741833000	-96.697769000	1256.1	9.8	6.11	270.0	2.955	14.41		
T	2018-11-22 14:52:32	40.741833000	-96.697821000	1255.7	9.8	6.11	270.0	2.958	14.41		
T	2018-11-22 14:52:33	40.741831000	-96.697872000	1255.2	9.6	6.22	267.0	2.961	14.15		
T	2018-11-22 14:52:34	40.741827000	-96.697958000	1254.7	16.3	3.69	266.5	2.965	23.88		
T	2018-11-22 14:52:35	40.741825000	-96.697992000	1254.5	6.4	9.31	265.6	2.967	9.45		
T	2018-11-22 14:52:36	40.741823000	-96.698026000	1254.4	6.4	9.31	265.6	2.969	9.45		
T	2018-11-22 14:52:37	40.741818000	-96.698076000	1254.2	9.5	6.30	262.5	2.972	13.97		
T	2018-11-22 14:52:38	40.741812000	-96.698126000	1253.9	9.6	6.27	261.0	2.974	14.03		
T	2018-11-22 14:52:39	40.741803000	-96.698175000	1253.7	9.5	6.30	256.4	2.977	13.97		
T	2018-11-22 14:52:40	40.741792000	-96.698223000	1253.6	9.5	6.33	253.2	2.979	13.89		
T	2018-11-22 14:52:41	40.741779000	-96.698269000	1253.8	9.3	6.47	249.5	2.982	13.60		
T	2018-11-22 14:52:42	40.741763000	-96.698315000	1253.8	9.6	6.28	245.3	2.985	14.02		
T	2018-11-22 14:52:43	40.741744000	-96.698359000	1253.9	9.6	6.28	240.3	2.987	14.02		
T	2018-11-22 14:52:44	40.741722000	-96.698402000	1254.0	9.8	6.13	236.0	2.990	14.36		
T	2018-11-22 14:52:45	40.741697000	-96.698443000	1254.0	9.9	6.04	231.2	2.993	14.56		
T	2018-11-22 14:52:46	40.741670000	-96.698484000	1254.0	10.2	5.86	229.0	2.996	15.03		
T	2018-11-22 14:52:47	40.741642000	-96.698524000	1253.9	10.3	5.84	227.3	2.999	15.06		
T	2018-11-22 14:52:48	40.741613000	-96.698564000	1253.8	10.4	5.75	226.3	3.001	15.31		
T	2018-11-22 14:52:49	40.741585000	-96.698605000	1253.8	10.4	5.76	228.0	3.004	15.27		
T	2018-11-22 14:52:50	40.741557000	-96.698646000	1253.9	10.4	5.76	228.0	3.007	15.27		
T	2018-11-22 14:52:51	40.741532000	-96.698689000	1254.0	10.2	5.87	232.5	3.010	15.00		
T	2018-11-22 14:52:52	40.741509000	-96.698733000	1254.0	10.1	5.95	235.4	3.013	14.79		
T	2018-11-22 14:52:53	40.741489000	-96.698778000	1253.9	9.8	6.09	239.6	3.016	14.44		
T	2018-11-22 14:52:54	40.741472000	-96.698826000	1253.7	10.0	6.00	244.9	3.018	14.67		
T	2018-11-22 14:52:55	40.741458000	-96.698876000	1253.5	10.1	5.96	249.7	3.021	14.76		
T	2018-11-22 14:52:56	40.741448000	-96.698927000	1253.4	10.0	6.03	255.5	3.024	14.59		
T	2018-11-22 14:52:57	40.741442000	-96.698979000	1253.3	9.9	6.04	261.3	3.027	14.57		
T	2018-11-22 14:52:58	40.741439000	-96.699034000	1253.3	10.4	5.76	265.9	3.030	15.28		
T	2018-11-22 14:52:59	40.741443000	-96.699128000	1253.3	17.8	3.37	273.2	3.035	26.09		
T	2018-11-22 14:53:00	40.741448000	-96.699166000	1253.3	7.3	8.23	279.9	3.037	10.69		
T	2018-11-22 14:53:01	40.741452000	-96.699205000	1253.3	7.4	8.07	277.7	3.039	10.91		
T	2018-11-22 14:53:02	40.741464000	-96.699265000	1253.3	11.7	5.12	284.8	3.042	17.19		
T	2018-11-22 14:53:03	40.741479000	-96.699325000	1253.2	11.9	5.03	288.3	3.045	17.50		
T	2018-11-22 14:53:04	40.741490000	-96.699380000	1253.0	10.7	5.58	284.8	3.048	15.76		
T	2018-11-22 14:53:05	40.741490000	-96.699425000	1252.9	8.5	7.06	270.0	3.051	12.47		
T	2018-11-22 14:53:06	40.741472000	-96.699455000	1252.8	7.2	8.31	231.6	3.053	10.59		
T	2018-11-22 14:53:07	40.741440000	-96.699472000	1252.7	8.6	7.00	201.9	3.055	12.57		
T	2018-11-22 14:53:08	40.741398000	-96.699479000	1252.7	10.5	5.71	187.2	3.058	15.42		
T	2018-11-22 14:53:09	40.741350000	-96.699479000	1252.7	11.9	5.03	180.0	3.061	17.49		
T	2018-11-22 14:53:10	40.741301000	-96.699474000	1252.7	12.2	4.91	175.6	3.065	17.91		
T	2018-11-22 14:53:11	40.741255000	-96.699467000	1252.7	11.5	5.22	173.4	3.068	16.87		
